tweet;kelas
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 22/12 urc pju perbaikan lampu pju jl cicukang https://t.co/zorilugo9o;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 22/12 urc pju perbaikan lampu pju jl bima https://t.co/jptki3a0mp;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 22/12 urc pju perbaikan lampu pju jl tamansari https://t.co/ltkgxfpq66;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 22/12 urc pju pengamanan tiang lampu pju jl kopo (rs imanuel) https://t…;respon
semoga membuka mata bagi yg suka melanggar pdhl intinya kita tinggal taat aturan. menunggu kereta lewat kan mudah.  https://t.co/mvnjmzls5t;bukan keluhan atau respon
rt oktvnmar: semoga membuka mata bagi yg suka melanggar pdhl intinya kita tinggal taat aturan. menunggu kereta lewat kan mudah.  https://…;bukan keluhan atau respon
pdamtirtawening ridwankamil  00106700466 punten sudah seminggu air pdam tidak mengalir. mohon bantuannya segera...;keluhan
rt aksirelawanbdg: knp mesin mobil sering mati di atas rel ka? *penting!  🙏ridwankamil diskominfobdg ppkadaop2bd iwginting kai121 htt…;bukan keluhan atau respon
rt aksirelawanbdg: knp mesin mobil sering mati di atas rel ka? *penting!  🙏ridwankamil diskominfobdg ppkadaop2bd iwginting kai121 htt…;bukan keluhan atau respon
masih berlaku ga kang emil perda no 11 thn 2005? kalo masih tolong sosialisasikan ridwankamil infobandung bplh_kotabdg;bukan keluhan atau respon
pa wali ridwankamil masih ada angkot stasiun-ledeng yang ugal-ugalan kan sieun tadi ge tijengkang di angkot;keluhan
"rt meydaannisa: relawan_bdg ridwankamil satpolppbdg kumuhnya kaki lima perempatan jl. jakarta - kircon engga bgt &amp; risih ama jablay. to…";keluhan
rt toekang_sate: pak ridwankamil iyeu jalmi anu ngabalaan jalan di kota bandungngabagikeun pamplet tapi di awur2 di jalan. https://t.co/…;bukan keluhan atau respon
sktr 1 jm yg lalu sy jd korban penabrakan dgn sengaja o/ angkot caringin - sdg serang d 1993 ca di daerah bojong cijerah ridwankamil;keluhan
ridwankamil kang yg jualan obat jentik nyamuk maksa masih ada aja anak kosan sekeloa dipaksa lg padahal udh bilang ga mau;keluhan
saya yg sdg mengendarai motor ditabrak dari arah belakang 2 kali secara beruntun oleh angkot tsb tmc_restabesbdg ridwankamil;keluhan
rt aksirelawanbdg: knp mesin mobil sering mati di atas rel ka? *penting!  🙏ridwankamil diskominfobdg ppkadaop2bd iwginting kai121 htt…;bukan keluhan atau respon
"setelah menabrak dgn sengaja supir angkot tsb keluar &amp; beberapa kali hendak memukuli saya tmc_restabesbdg ridwankamil infobdg";keluhan
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 22/12 urc cibeunying penanganan jln amblas dibelokan jl pajajaran https…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 22/12 urc gedebage lanjutan pengerukan saluran jl sukarno hatta https:/…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 22/12 urc bojonagara lanjutan pemasangan ubin difabel jl cicendo https:…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 22/12 urc bojonagara perbaikan jl dr otten (1) https://t.co/gcglbbt8fg;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 22/12 urc bojonagara perbaikan jl dr otten (2) https://t.co/jswgt8knsj;respon
#suarabdg via temansotoy: lampu merah di perempatan pelajar pejuang-talagabodas sudah bbrp hari mati cc: dishub_kotabdg;keluhan
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 22/12 urc bojonagara lanjutan pngerukan saluran jl sukawarna baru https…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 22/12 urc bojonagara  pengangkutan sendimen jl sukawarna baru https://t…;respon
rt infobdg: #suarabdg via temansotoy: lampu merah di perempatan pelajar pejuang-talagabodas sudah bbrp hari mati cc: dishub_kotabdg;keluhan
rt infobdg: #suarabdg via temansotoy: lampu merah di perempatan pelajar pejuang-talagabodas sudah bbrp hari mati cc: dishub_kotabdg;keluhan
tasyakur adiwiyata nasional sekolah berintegritas milad ke 28 dan maulid nabi lukman271061 disdik_bandung https://t.co/dtkrgiedwm;bukan keluhan atau respon
ridwankamil pa kenapa bapak suka herey ajah  bapak kebanyakan piknik yah pa 😁😁;bukan keluhan atau respon
rt aksirelawanbdg: knp mesin mobil sering mati di atas rel ka? *penting!  🙏ridwankamil diskominfobdg ppkadaop2bd iwginting kai121 htt…;bukan keluhan atau respon
penasaran knp ya sepertinya jl. pajajaran udah beberapa kali ambles parah. https://t.co/6oqitjepl1;keluhan
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 22/12 urc karees perbaikan jl ahmad yani https://t.co/hqybollokj;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 22/12 urc karees lanjutan pengerukan saluran jl sriwijaya https://t.co/…;respon
ridwankamil cc diskamtam mhn dipangkas krn menutupi pju rawan. lok: jl sampurna (sbrang kantor kelurahan pasteur) https://t.co/jbinzh37bo;keluhan
naik angkot di bandung harus nahan2 hati ya kang ridwankamil. bener2 nguji iman ngetem nya. apalagi di area kalapa. sabar.... 😢😢;keluhan
dbmpkotabdg  hatur nuhun dbmp lampu jln merdeka parantos sae indah pisan disarengan ku cai solokan nu ngalir bersih https://t.co/xea0o2qgmq;bukan keluhan atau respon
rt sopianpatmawati: dbmpkotabdg  hatur nuhun dbmp lampu jln merdeka parantos sae indah pisan disarengan ku cai solokan nu ngalir bersih h…;bukan keluhan atau respon
kang ridwankamil di instagram: pengumuman: 1. dilarang masuk ke teras cikapundung jln siliwangi krn belum buka unt… https://t.co/7cx4ov1of7;bukan keluhan atau respon
tetapi hari ini masih boleh akan terjadi pada hari esok. bandung_dinkes;bukan keluhan atau respon
ridwankamil pak emil pju anu di jl.pahlawan deket kampus lp31 mati wae pak gelap. rawan kecelakaan/begal.. haturnuhun;keluhan
rt pr0ph0z: kang ridwankamil di instagram: pengumuman: 1. dilarang masuk ke teras cikapundung jln siliwangi krn belum buka unt… https://t…;bukan keluhan atau respon
pdamtirtawening   prfmnews  kenapa air pdam didaerah tb ismail depan rt05 rw08 sudah 2minggu ngak ngalir padahal sudah laporan ke pdam;keluhan
rt tadjiuinbdg: ridwankamil lapor pak mobil ni 2x buang sampah ke pinggir jalan sepanjang jalan sersan bajuri no. 24 https://t.co/t9nhcx…;keluhan
rt jrohman22: pdamtirtawening   prfmnews  kenapa air pdam didaerah tb ismail depan rt05 rw08 sudah 2minggu ngak ngalir padahal sudah lap…;keluhan
rt jrohman22: pdamtirtawening   prfmnews  kenapa air pdam didaerah tb ismail depan rt05 rw08 sudah 2minggu ngak ngalir padahal sudah lap…;keluhan
ridwankamil. saya mau lapor pak tlg trafick light dijln moch toha dpn rs sartika asih mati udh lama tlg segera dibtulkan karna rawan pak;keluhan
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 22/12 urc cibeunying lanjutan pengerukan sal jl veteran- jl sunda https…;respon
rt aksirelawanbdg: knp mesin mobil sering mati di atas rel ka? *penting!  🙏ridwankamil diskominfobdg ppkadaop2bd iwginting kai121 htt…;bukan keluhan atau respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 22/12 urc cibeunying lanjutan pengerukan sal jl veteran- jl sunda https…;respon
ridwankamil punten pak saya ada ide utk memperindah kota bandung. pohon2 yg sudah berumur mngkin bisa dipahat utk dijadikan objek wisata;bukan keluhan atau respon
2) dan akhirnya penumpang naik di depan mobil kami angkot nya menghalangi mobil setengah jalan jalur kiri. cc: ridwankamil #mentalillness;keluhan
rt aksirelawanbdg: knp mesin mobil sering mati di atas rel ka? *penting!  🙏ridwankamil diskominfobdg ppkadaop2bd iwginting kai121 htt…;bukan keluhan atau respon
ridwankamil kang tiap saya lewat tg lega ko sering banyak sampah ya kang. ga kaya dulu kang meski dlu ga separah ini kang;keluhan
ridwankamil assalamu'alaikum pa warga jln.trsan holis rt03/09 babakan ciparay msh mmbuang sampah ke sungai krna blm ada fasilitas. mksh pa;keluhan
rt aksirelawanbdg: knp mesin mobil sering mati di atas rel ka? *penting!  🙏ridwankamil diskominfobdg ppkadaop2bd iwginting kai121 htt…;bukan keluhan atau respon
pdamtirtawening via supriyantoiam : cai pdam kumaha di jl.purwakarta v  antapani teu acan wae ngocor punten. cc pdamtirtawening;keluhan
pdamtirtawening  00206360870 no meter pdam jl.purwakarta v no.3 antapani;bukan keluhan atau respon
rt aksirelawanbdg: knp mesin mobil sering mati di atas rel ka? *penting!  🙏ridwankamil diskominfobdg ppkadaop2bd iwginting kai121 htt…;bukan keluhan atau respon
prfmnews ridwankamil pak bade lapor kesulitan (dipersulit) pengurusan dokumen pendukung u/ haji di tingkat rw kedah kamana? #urgent;keluhan
basuki_btp ridwankamil jalan dan trotoar banyak rusak gara2 minyak dan air dr warung tenda. pdagang hrsnya pasang terpal plastik sbg alas;keluhan
ridwankamil pdamtirtawening  00206360870 no meter pdam jl.purwakarta v no.3 antapani punten teu acan wae ngocor.punten kang..;keluhan
ridwankamil jl.cikutra arah borma ga ada border yg membatasi antara jalan dan selokan bahkan pernah menelan korban jiwa .kapan diperbaiki?;keluhan
"pemulung yg meninggalkan roda di jl. asia afrika &amp; pengamen yg tertangkap oleh pak wali ridwankamil dihukum push up https://t.co/kxpfdbysez";bukan keluhan atau respon
"rt satpolppbdg: pemulung yg meninggalkan roda di jl. asia afrika &amp; pengamen yg tertangkap oleh pak wali ridwankamil dihukum push up https…";bukan keluhan atau respon
"rt satpolppbdg: pemulung yg meninggalkan roda di jl. asia afrika &amp; pengamen yg tertangkap oleh pak wali ridwankamil dihukum push up https…";bukan keluhan atau respon
rt tadjiuinbdg: ridwankamil lapor pak mobil ni 2x buang sampah ke pinggir jalan sepanjang jalan sersan bajuri no. 24 https://t.co/t9nhcx…;keluhan
"rt satpolppbdg: pemulung yg meninggalkan roda di jl. asia afrika &amp; pengamen yg tertangkap oleh pak wali ridwankamil dihukum push up https…";bukan keluhan atau respon
ridwankamil kang emil nu gantengpntn rd ditrtibkn spnjng jln sbrng psr kirconbnyk mbl prkrsiang-sorejd mct pisanditambah kreta lewat;keluhan
rt tadjiuinbdg: ridwankamil lapor pak mobil ni 2x buang sampah ke pinggir jalan sepanjang jalan sersan bajuri no. 24 https://t.co/t9nhcx…;keluhan
rt lalaysf: ridwankamil masih mending ditikung kang kalo diputusin tanpa alasan? sedetik kemudian dia jalan sama yg baru.;bukan keluhan atau respon
rt aksirelawanbdg: knp mesin mobil sering mati di atas rel ka? *penting!  🙏ridwankamil diskominfobdg ppkadaop2bd iwginting kai121 htt…;bukan keluhan atau respon
"rt satpolppbdg: pemulung yg meninggalkan roda di jl. asia afrika &amp; pengamen yg tertangkap oleh pak wali ridwankamil dihukum push up https…";bukan keluhan atau respon
rt aksirelawanbdg: knp mesin mobil sering mati di atas rel ka? *penting!  🙏ridwankamil diskominfobdg ppkadaop2bd iwginting kai121 htt…;bukan keluhan atau respon
rebo ayeuna pasti macet.sing sabar ka sadayanawayahna usum pere dishub_kotabdg restabes_bdg dbmpkotabdg pdkebersihanbdg bdg na dijagi;bukan keluhan atau respon
rt chikachiquitita: rebo ayeuna pasti macet.sing sabar ka sadayanawayahna usum pere dishub_kotabdg restabes_bdg dbmpkotabdg pdkebersi…;bukan keluhan atau respon
rt chikachiquitita: rebo ayeuna pasti macet.sing sabar ka sadayanawayahna usum pere dishub_kotabdg restabes_bdg dbmpkotabdg pdkebersi…;bukan keluhan atau respon
tiap libur sekolahlewat jln ah nasution lancar jaya.coba tiap pagi kyk gini. prfmnews ridwankamil #bussekolahjalurahnasution #suarabdg;bukan keluhan atau respon
bangunan belum di bongkar https://t.co/iv5wbkvmqu ridwankamil distarcipbdg satpolppbdg kecbojkid_ktbdg pemkotbandung kel_situsaeur;bukan keluhan atau respon
tlng dibantu pk pasokan air ke jl sukapura gg pepaya tdk ada sdh 1bln lebih. lapor selalu tdk ada tanggapan pdamtirtawening ridwankamil;keluhan
"mohon bantuan penyalaan kembali lampu pju di jl.salam depan no 51 &amp; taman super hero dbmpkotabdg prfmnews https://t.co/7rztwhxh55";keluhan
"09.05: rt iman_sinarjadi:  mohon bantuan penyalaan kmbali pju di jl salam dpn no 51 &amp; taman super hero dbmpkotabdg https://t.co/57ufo2k7z0";keluhan
pak keamanan lalu lintas  di dekat sman 25 bandung buat macet gimana petugas kepolisiannya tolong ya pak amankan.. ridwankamil;keluhan
rt supriyantoiam: ridwankamil pdamtirtawening  00206360870 no meter pdam jl.purwakarta v no.3 antapani punten teu acan wae ngocor.punten…;keluhan
rt fickyfauzie: pdamtirtawening ridwankamil  00106700466 punten sudah seminggu air pdam tidak mengalir. mohon bantuannya segera...;keluhan
pak ridwankamil apa bnr pembuangan sampah ke tps sdg ada kendala?krn di tmpt saya sdh hmpr 3 minggu sampah tdk di ambil;keluhan
09.49 didi via wa lampu merah simpang dago dari arah selatan sudah 3 hari mati / tidak berfungsi cc dishub_kotabdg https://t.co/dvbwmbtztw;keluhan
ridwankamil mari kita pikirkan bersama solusinya.pasar jam 10 pagi msh buka dijalan daerah perempatan moh.toha https://t.co/z1kzvlpktt;keluhan
"tp pd saat perpanjang di sim keliling biaya yg ditarik sim a rp 170rb &amp; sim c rp 165rb melanggar aturan kah ini? (2) infobdg ridwankamil";keluhan
ridwankamil infobdg perempatan malabar gatsu lampulalin udah lama mati. jadi suka macet.;keluhan
"ridwankamil dbmpkotabdg diskamtam kang per4an cikutra &amp; jln suci  batang pohon na nutupan lampu merah &amp;  pju.  mohon perhatian";keluhan
"rt ivansinatra: ridwankamil dbmpkotabdg diskamtam kang per4an cikutra &amp; jln suci  batang pohon na nutupan lampu merah &amp;  pju.  mohon p…";keluhan
ridwankamil pa punten pengen saran  untuk di du kan suka ada bis damri  kenapa ga dibikin shelter aja biar makin rapih pa  nuhun pa;bukan keluhan atau respon
ridwankamil anak saya sudah naik kelas 8 dan kelas 11 tp  raport asli dr dinas pendidikan belum selesai juga;keluhan
rt prfmnews: 09.49 didi via wa lampu merah simpang dago dari arah selatan sudah 3 hari mati / tidak berfungsi cc dishub_kotabdg https://t…;keluhan
ridwankamil pdkebersihanbdg rt pak apakah benar kalo setiap buang sampah kr tps dipungut biaya;bukan keluhan atau respon
si mbl keren d 333 boy br saja buang puntung di jln dago ridwankamil dbmpkotabdg https://t.co/hgwonlthyo;keluhan
kapan yah punya kepala daerah yang twitteran kaya ridwankamil  bisa lapor langsung kalo ada apa - apa.;bukan keluhan atau respon
rt ronronnytan: si mbl keren d 333 boy br saja buang puntung di jln dago ridwankamil dbmpkotabdg https://t.co/hgwonlthyo;keluhan
kang di babakan sari kircon di rt09/11 air pdam ga mengalir mohon perhatiannya krn tiap mlm begadang tp airnya tidak ada ridwankamil;keluhan
rt tadjiuinbdg: ridwankamil lapor pak mobil ni 2x buang sampah ke pinggir jalan sepanjang jalan sersan bajuri no. 24 https://t.co/t9nhcx…;keluhan
ridwankamil kang punten naha ieu kec buah batu ngurus ktp ge meni hese dari senin nepi ka ayeuna teu bisa wae ngarekam alasannya error wae;keluhan
rt pdkebersihanbdg: petugas membersihkan tumpukan smpah di jl. tamansari mari disiplin dgn menjga lingkungan tetap bersih ridwankamil ht…;respon
rt ronronnytan: si mbl keren d 333 boy br saja buang puntung di jln dago ridwankamil dbmpkotabdg https://t.co/hgwonlthyo;keluhan
rt prfmnews: 09.49 didi via wa lampu merah simpang dago dari arah selatan sudah 3 hari mati / tidak berfungsi cc dishub_kotabdg https://t…;keluhan
"dbmpkotabdg distarcipbdg membangun bngunan tinggi tanpa pondasi.mmbhyakan bngunan&amp;kselamatan wrga sekitar.mhon scpt ny d tindak(2)";keluhan
rt pdkebersihanbdg: pengangkutan sampah di tps jl. ambon mari jaga bersma fasilitas publik dgn baik ridwankamil odedmd yossiirianto ht…;respon
"rt prfmnews: 09.05: rt iman_sinarjadi:  mohon bantuan penyalaan kmbali pju di jl salam dpn no 51 &amp; taman super hero dbmpkotabdg https://…";keluhan
ridwankamil infobdg baru aja kejadian keadaan angkot penuh dan macet di pasar baru. ada mobil plat luar gedor2 angkot sambil maki2 (1);bukan keluhan atau respon
ridwankamil lokasi jl.pagarsih barat gg.madrasah pengurus seperti ga mempan sm pemilik;keluhan
pdkebersihanbdg ridwankamil katanya yg mnt bukan pd.kebersihan tp buat orang yg kerja nya dan ongkos angkut ke tpa;bukan keluhan atau respon
ridwankamil infobdg #plisatulah naha teu saling sabar wae nuju macet mah pendatang juga udah tau dikota orang mungkin lebih sopan jg;bukan keluhan atau respon
relawan_bdg satpolppbdg jl.pagarsih barat gg.madrasah jalan jadi sempit dan di jalan utamanya kol buntung pd sembarangan parkir semerawut;keluhan
tetapi hari ini masih boleh akan terjadi pada hari esok. bandung_dinkes;bukan keluhan atau respon
#lalinbdg 11.38 :  jalan menuju lembang macet total karena pohon tumbang dijalan setelah farmhouse | cicutmaricut1 cc diskamtam;keluhan
rt infobdg: #lalinbdg 11.38 :  jalan menuju lembang macet total karena pohon tumbang dijalan setelah farmhouse | cicutmaricut1 cc diskam…;keluhan
"pdkebersihanbdg ridwankamil ya makasih maaf saya cm tahu katanya"" dr penjelasan pengurus rw &amp; petugas kebersihan..sekali lg terima kasih""";bukan keluhan atau respon
rt infobdg: #lalinbdg 11.38 :  jalan menuju lembang macet total karena pohon tumbang dijalan setelah farmhouse | cicutmaricut1 cc diskam…;keluhan
satpolppbdg jl.pagarsih barat gg.madrasah jalan jd sempit aparat gada yg mempan sm pemilik https://t.co/vjosasufa0;keluhan
rt infobdg: #lalinbdg 11.38 :  jalan menuju lembang macet total karena pohon tumbang dijalan setelah farmhouse | cicutmaricut1 cc diskam…;keluhan
rt infobdg: #lalinbdg 11.38 :  jalan menuju lembang macet total karena pohon tumbang dijalan setelah farmhouse | cicutmaricut1 cc diskam…;keluhan
rt infobdg: #lalinbdg 11.38 :  jalan menuju lembang macet total karena pohon tumbang dijalan setelah farmhouse | cicutmaricut1 cc diskam…;keluhan
dishub_kotabdg mau nanya kalau nomor telepon dishub bandung berapa ya?;bukan keluhan atau respon
pa itu rumput2 yg baru di tanam di deket stopan jalan ibrahim adjie pada kering  lebar ga di rawat:( dbmpkotabdg ridwankamil;keluhan
punten telat postingkemarin sore jl.asiaafrika macet totaltrotoar jd jl utama pengguna sepeda motor ridwankamil https://t.co/xc2xkmin95;keluhan
